_id,ltable_Id,rtable_Id,ltable_Artist,ltable_TrackName,ltable_Released,ltable_Time,rtable_Artist,rtable_TrackName,rtable_Released,rtable_Time
74,372,s_426, Rihanna, Last Time,1-Jan-05, 4:53,Idina Menzel,Last Time,23-Sep-16,3:57
75,381,s_1321, Rihanna, What's My Name? (feat. Drake),1-Jan-10, 4:23,ODESZA,Say My Name (feat. Zyra),18-Sep-15,4:23
76,386,s_2530, Rihanna, Man Down,1-Jan-10, 4:27,Joe Walsh,Good Man Down,12-Jun-07,4:14
77,386,s_2555, Rihanna, Man Down,1-Jan-10, 4:27,Various artists,First Man Down,22-Aug-16,3:55
78,393,s_911, Rihanna, Consideration (feat. SZA),29-Jan-16, 2:41,Rihanna,Consideration [feat. SZA] [Explicit],29-Jan-16,2:41
79,394,s_912, Rihanna, James Joint,29-Jan-16, 1:12,Rihanna,James Joint [Explicit],29-Jan-16,1:12
80,395,s_913, Rihanna, Kiss It Better,29-Jan-16, 4:13,Rihanna,Kiss It Better [Explicit],29-Jan-16,4:13
81,396,s_914, Rihanna, Work (feat. Drake),29-Jan-16, 3:39,Rihanna,Work [feat. Drake] [Explicit],29-Jan-16,3:39
82,397,s_915, Rihanna, Desperado,29-Jan-16, 3:06,Rihanna,Desperado,29-Jan-16,3:06
83,398,s_916, Rihanna, Woo,29-Jan-16, 3:55,Rihanna,Woo [Explicit],29-Jan-16,3:55
84,399,s_917, Rihanna, Needed Me,29-Jan-16, 3:11,Rihanna,Needed Me [Explicit],29-Jan-16,3:11
85,401,s_919, Rihanna, Same Ol? Mistakes,29-Jan-16, 6:37,Rihanna,Same Ol' Mistakes,29-Jan-16,6:37
86,402,s_920, Rihanna, Never Ending,29-Jan-16, 3:22,Rihanna,Never Ending,29-Jan-16,3:22
87,403,s_923, Rihanna, Love On the Brain,29-Jan-16, 3:43,Rihanna,Close To You,29-Jan-16,3:43
88,403,s_961, Rihanna, Love On the Brain,29-Jan-16, 3:43,Adele,Love in the Dark,20-Nov-15,4:45
89,404,s_413, Rihanna, Higher,29-Jan-16, 2:00,Carly Rae Jepsen,Higher,26-Aug-16,3:54
90,404,s_922, Rihanna, Higher,29-Jan-16, 2:00,Rihanna,Higher [Explicit],29-Jan-16,2:00
91,405,s_1308, Rihanna, Close To You,29-Jan-16, 3:57,The Cure,Close To Me,13-Nov-01,3:40
92,405,s_923, Rihanna, Close To You,29-Jan-16, 3:57,Rihanna,Close To You,29-Jan-16,3:43
93,406,s_1597, Rihanna, Goodnight Gotham,29-Jan-16, 1:28,Tears For Fears,Goodnight Song,25-Sep-01,3:52
94,406,s_924, Rihanna, Goodnight Gotham,29-Jan-16, 1:28,Rihanna,Goodnight Gotham,29-Jan-16,1:28
95,407,s_925, Rihanna, Pose,29-Jan-16, 2:24,Rihanna,Pose [Explicit],29-Jan-16,2:24
96,408,s_1861, Rihanna, Sex With Me,29-Jan-16, 3:26,DeBarge,Stay With Me,25-Oct-10,3:47
97,408,s_2573, Rihanna, Sex With Me,29-Jan-16, 3:26,DeBarge,Stay With Me,25-Mar-97,3:47
98,408,s_2883, Rihanna, Sex With Me,29-Jan-16, 3:26,ATB,Here With Me,14-Jun-04,5:12
99,408,s_837, Rihanna, Sex With Me,29-Jan-16, 3:26,Rick Astley,Pray With Me,7-Oct-16,3:39
100,408,s_926, Rihanna, Sex With Me,29-Jan-16, 3:26,Rihanna,Sex With Me [Explicit],29-Jan-16,3:26
101,409,s_911, Rihanna, Consideration (feat. SZA),29-Jan-16, 2:41,Rihanna,Consideration [feat. SZA] [Explicit],29-Jan-16,2:41
102,410,s_912, Rihanna, James Joint,29-Jan-16, 1:12,Rihanna,James Joint [Explicit],29-Jan-16,1:12
103,411,s_913, Rihanna, Kiss It Better,29-Jan-16, 4:13,Rihanna,Kiss It Better [Explicit],29-Jan-16,4:13
104,412,s_914, Rihanna, Work (feat. Drake),29-Jan-16, 3:39,Rihanna,Work [feat. Drake] [Explicit],29-Jan-16,3:39
105,413,s_915, Rihanna, Desperado,29-Jan-16, 3:06,Rihanna,Desperado,29-Jan-16,3:06
106,414,s_916, Rihanna, Woo,29-Jan-16, 3:55,Rihanna,Woo [Explicit],29-Jan-16,3:55
107,415,s_917, Rihanna, Needed Me,29-Jan-16, 3:11,Rihanna,Needed Me [Explicit],29-Jan-16,3:11
108,417,s_919, Rihanna, Same Ol? Mistakes,29-Jan-16, 6:37,Rihanna,Same Ol' Mistakes,29-Jan-16,6:37
109,418,s_920, Rihanna, Never Ending,29-Jan-16, 3:22,Rihanna,Never Ending,29-Jan-16,3:22
110,419,s_923, Rihanna, Love on the Brain,29-Jan-16, 3:43,Rihanna,Close To You,29-Jan-16,3:43
111,419,s_961, Rihanna, Love on the Brain,29-Jan-16, 3:43,Adele,Love in the Dark,20-Nov-15,4:45
112,420,s_413, Rihanna, Higher,29-Jan-16, 2:00,Carly Rae Jepsen,Higher,26-Aug-16,3:54
113,420,s_922, Rihanna, Higher,29-Jan-16, 2:00,Rihanna,Higher [Explicit],29-Jan-16,2:00
114,421,s_923, Rihanna, Close to You,29-Jan-16, 3:57,Rihanna,Close To You,29-Jan-16,3:43
115,423,s_909, Rihanna, Diamonds,1-Jan-12, 3:45,Barry Gibb,Diamonds,7-Oct-16,5:17
116,441,s_909, Rihanna, Diamonds,1-Jan-12, 3:45,Barry Gibb,Diamonds,7-Oct-16,5:17
117,467,s_2273, Rihanna, Fool In Love,21-Nov-11, 4:15,Monophonics,Foolish Love,6-Oct-14,7:45
118,467,s_844, Rihanna, Fool In Love,21-Nov-11, 4:15,Britt Nicole,Fallin In Love,7-Oct-16,4:11
119,523,s_911, Rihanna, Consideration (feat. SZA),29-Jan-16, 2:41,Rihanna,Consideration [feat. SZA] [Explicit],29-Jan-16,2:41
120,524,s_912, Rihanna, James Joint,29-Jan-16, 1:12,Rihanna,James Joint [Explicit],29-Jan-16,1:12
121,525,s_913, Rihanna, Kiss It Better,29-Jan-16, 4:13,Rihanna,Kiss It Better [Explicit],29-Jan-16,4:13
122,526,s_914, Rihanna, Work (feat. Drake),29-Jan-16, 3:39,Rihanna,Work [feat. Drake] [Explicit],29-Jan-16,3:39
123,527,s_915, Rihanna, Desperado,29-Jan-16, 3:06,Rihanna,Desperado,29-Jan-16,3:06
124,528,s_916, Rihanna, Woo,29-Jan-16, 3:55,Rihanna,Woo [Explicit],29-Jan-16,3:55
125,529,s_917, Rihanna, Needed Me,29-Jan-16, 3:11,Rihanna,Needed Me [Explicit],29-Jan-16,3:11
126,531,s_919, Rihanna, Same Ol? Mistakes,29-Jan-16, 6:37,Rihanna,Same Ol' Mistakes,29-Jan-16,6:37
127,532,s_920, Rihanna, Never Ending,29-Jan-16, 3:22,Rihanna,Never Ending,29-Jan-16,3:22
128,533,s_923, Rihanna, Love on the Brain,29-Jan-16, 3:43,Rihanna,Close To You,29-Jan-16,3:43
129,533,s_961, Rihanna, Love on the Brain,29-Jan-16, 3:43,Adele,Love in the Dark,20-Nov-15,4:45
130,534,s_413, Rihanna, Higher,29-Jan-16, 2:00,Carly Rae Jepsen,Higher,26-Aug-16,3:54
131,534,s_922, Rihanna, Higher,29-Jan-16, 2:00,Rihanna,Higher [Explicit],29-Jan-16,2:00
132,535,s_923, Rihanna, Close to You,29-Jan-16, 3:57,Rihanna,Close To You,29-Jan-16,3:43
133,716,s_909, Rihanna, Diamonds,1-Jan-12, 3:45,Barry Gibb,Diamonds,7-Oct-16,5:17
134,750,s_374, Eminem, Baby,5-Nov-13, 4:23,Janis Joplin,Cry Baby,31-Aug-99,3:56
135,755,s_2423, Eminem, Cold Wind Blows,18-Jun-10, 5:03,Muddy Waters,Blow Wind Blow,30-Oct-01,3:38
136,761,s_276, Eminem, Not Afraid,18-Jun-10, 4:08,Set It Off,Life Afraid,7-Oct-16,3:00
137,763,s_889, Eminem, No Love (feat. Lil Wayne),18-Jun-10, 4:59,Ariana Grande,Let Me Love You [feat. Lil Wayne],20-May-16,3:43
138,771,s_1428, Eminem, Untitled,18-Jun-10, 3:14,Burial,Untitled,1-Jul-14,0:46
139,774,s_276, Eminem, Not Afraid,18-Jun-10, 4:12,Set It Off,Life Afraid,7-Oct-16,3:00
140,776,s_216, Eminem, White America,1-Jan-02, 5:24,Styx,Miss America,22-Aug-95,4:59
141,776,s_303, Eminem, White America,1-Jan-02, 5:24,Ingrid Michaelson,Miss America,26-Aug-16,3:32
142,781,s_1828, Eminem, Soldier,1-Jan-02, 3:46,Various artists,Soldier,5-Sep-16,3:14
143,784,s_2207, Eminem, Without Me,1-Jan-02, 4:50,Nathan Feuerstein,With Me,29-Nov-10,4:17
144,784,s_2247, Eminem, Without Me,1-Jan-02, 4:50,CeCe Winans,Without Love,5-Aug-08,3:54
145,784,s_2257, Eminem, Without Me,1-Jan-02, 4:50,Kem,Without You,17-May-05,4:08
146,784,s_732, Eminem, Without Me,1-Jan-02, 4:50,Gwen Stefani,Me Without You,18-Mar-16,3:33
147,795,s_2423, Eminem, Cold Wind Blows,18-Jun-10, 5:03,Muddy Waters,Blow Wind Blow,30-Oct-01,3:38
148,801,s_276, Eminem, Not Afraid,18-Jun-10, 4:08,Set It Off,Life Afraid,7-Oct-16,3:00
149,803,s_889, Eminem, No Love (feat. Lil Wayne),18-Jun-10, 4:59,Ariana Grande,Let Me Love You [feat. Lil Wayne],20-May-16,3:43
150,811,s_1428, Eminem, Untitled,18-Jun-10, 3:14,Burial,Untitled,1-Jul-14,0:46
151,818,s_1127, Eminem, Way I Am,1-Jan-00, 4:50,Gavin DeGraw,Say I Am,9-Sep-16,3:15
152,820,s_305, Eminem, Remember Me?,1-Jan-00, 3:38,Ingrid Michaelson,I Remember Her,26-Aug-16,3:29
153,833,s_519, Eminem, Yellow Brick Road,4-Nov-04, 5:46,Elton John,Goodbye Yellow Brick Road,12-Nov-02,3:16
154,855,s_1127, Eminem, Way I Am,1-Jan-05, 4:51,Gavin DeGraw,Say I Am,9-Sep-16,3:15
155,858,s_113, Eminem, Lose Yourself,1-Jan-05, 5:26,Justin Bieber,Love Yourself,13-Nov-15,3:53
156,858,s_1716, Eminem, Lose Yourself,1-Jan-05, 5:26,Madonna,Express Yourself,12-Feb-13,4:04
157,858,s_633, Eminem, Lose Yourself,1-Jan-05, 5:26,Michael Jackson,Enjoy Yourself,5-Jul-05,3:21
158,861,s_2207, Eminem, Without Me,1-Jan-05, 4:51,Nathan Feuerstein,With Me,29-Nov-10,4:17
159,861,s_2247, Eminem, Without Me,1-Jan-05, 4:51,CeCe Winans,Without Love,5-Aug-08,3:54
160,861,s_2257, Eminem, Without Me,1-Jan-05, 4:51,Kem,Without You,17-May-05,4:08
161,861,s_732, Eminem, Without Me,1-Jan-05, 4:51,Gwen Stefani,Me Without You,18-Mar-16,3:33
162,875,s_210, JAY Z, Renegade,1-Jan-05, 5:36,Styx,Renegade,22-Aug-95,4:14
163,882,s_1981, Eminem, Hello,19-May-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
164,882,s_2341, Eminem, Hello,19-May-09, 4:08,Prince,Hello,14-Jun-11,3:24
165,882,s_954, Eminem, Hello,19-May-09, 4:08,Adele,Hello,20-Nov-15,4:55
166,884,s_1249, Eminem, Same Song & Dance,19-May-09, 4:06,Aerosmith,Same Old Song And Dance,26-Aug-11,3:02
167,893,s_1911, Eminem, Beautiful,19-May-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
168,893,s_2198, Eminem, Beautiful,19-May-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
169,893,s_695, Eminem, Beautiful,19-May-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
170,897,s_1143, Eminem, We Made You (Single Version),19-May-09, 4:46,Louis Armstrong,La Vie En Rose (Single Version),10-May-94,3:26
171,897,s_1144, Eminem, We Made You (Single Version),19-May-09, 4:46,Louis Armstrong,The Dummy Song (Single Version),10-May-94,2:22
172,897,s_1195, Eminem, We Made You (Single Version),19-May-09, 4:46,Three Dog Night,Joy To The World (Single Version),13-Mar-07,3:15
173,897,s_1204, Eminem, We Made You (Single Version),19-May-09, 4:46,Three Dog Night,Easy To Be Hard (Single Version),13-Mar-07,3:12
174,897,s_1476, Eminem, We Made You (Single Version),19-May-09, 4:46,Michael Jackson,Beat It (Single Version),4-Dec-07,4:18
175,897,s_1877, Eminem, We Made You (Single Version),19-May-09, 4:46,Various artists,Joy To The World (Single Version),22-Aug-00,3:17
176,897,s_2304, Eminem, We Made You (Single Version),19-May-09, 4:46,Blood Sweat & Tears,More and More (Single Version),23-Feb-99,2:40
177,897,s_248, Eminem, We Made You (Single Version),19-May-09, 4:46,Michael Jackson,Rock with You (Single Version),12-Feb-08,3:40
178,897,s_250, Eminem, We Made You (Single Version),19-May-09, 4:46,Michael Jackson,Beat It (Single Version),12-Feb-08,4:18
179,897,s_2678, Eminem, We Made You (Single Version),19-May-09, 4:46,Etta James,At Last (Single Version),25-Mar-97,3:00
180,897,s_2696, Eminem, We Made You (Single Version),19-May-09, 4:46,Etta James,All The Way Down (Single Version),25-Mar-97,5:34
181,897,s_354, Eminem, We Made You (Single Version),19-May-09, 4:46,Johnny Cash,I Walk The Line (Single Version),25-Oct-05,2:44
182,897,s_630, Eminem, We Made You (Single Version),19-May-09, 4:46,Michael Jackson,Got to Be There (Single Version),5-Jul-05,3:25
183,897,s_637, Eminem, We Made You (Single Version),19-May-09, 4:46,Michael Jackson,Rock with You (Single Version),5-Jul-05,3:23
184,897,s_643, Eminem, We Made You (Single Version),19-May-09, 4:46,Michael Jackson,Beat It (Single Version),5-Jul-05,4:18
185,912,s_2632,  Eminem & Yelawolf, Twisted,24-Nov-14, 4:59,Wood Brothers,Twisted,1-Apr-08,4:08
186,917,s_113, Eminem, Lose Yourself,24-Nov-14, 5:20,Justin Bieber,Love Yourself,13-Nov-15,3:53
187,917,s_1716, Eminem, Lose Yourself,24-Nov-14, 5:20,Madonna,Express Yourself,12-Feb-13,4:04
188,917,s_633, Eminem, Lose Yourself,24-Nov-14, 5:20,Michael Jackson,Enjoy Yourself,5-Jul-05,3:21
189,922,s_288,"Eminem, 50 Cent,Cashis', Lloyd Banks", You Don't Know,24-Nov-14, 4:17,Grace,You Don't Own Me,26-May-15,3:18
190,922,s_325,"Eminem, 50 Cent,Cashis', Lloyd Banks", You Don't Know,24-Nov-14, 4:17,Grace,You Don't Own Me,1-Jul-16,3:21
191,924,s_1812, Obie Trice, Wanna Know,24-Nov-14, 4:04,Various artists,I Wanna Know,5-Sep-16,3:04
192,936,s_1981, Eminem, Hello,21-Dec-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
193,936,s_2341, Eminem, Hello,21-Dec-09, 4:08,Prince,Hello,14-Jun-11,3:24
194,936,s_954, Eminem, Hello,21-Dec-09, 4:08,Adele,Hello,20-Nov-15,4:55
195,938,s_1249, Eminem, Same Song & Dance,21-Dec-09, 4:06,Aerosmith,Same Old Song And Dance,26-Aug-11,3:02
196,947,s_1911, Eminem, Beautiful,21-Dec-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
197,947,s_2198, Eminem, Beautiful,21-Dec-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
198,947,s_695, Eminem, Beautiful,21-Dec-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
199,950,s_2390, Eminem, Underground,21-Dec-09, 6:11,B. B. King,Go Underground,25-Oct-05,4:03
200,965,s_1981, Eminem, Hello,19-May-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
201,965,s_2341, Eminem, Hello,19-May-09, 4:08,Prince,Hello,14-Jun-11,3:24
202,965,s_954, Eminem, Hello,19-May-09, 4:08,Adele,Hello,20-Nov-15,4:55
203,967,s_1249, Eminem, Same Song & Dance,19-May-09, 4:06,Aerosmith,Same Old Song And Dance,26-Aug-11,3:02
204,972,s_2543, Eminem, Old Time's Sake,19-May-09, 4:38,Various artists,For Old Times' Sake,22-Aug-16,4:28
205,976,s_1911, Eminem, Beautiful,19-May-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
206,976,s_2198, Eminem, Beautiful,19-May-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
207,976,s_695, Eminem, Beautiful,19-May-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
208,980,s_1143, Eminem, We Made You (Single Version),19-May-09, 4:47,Louis Armstrong,La Vie En Rose (Single Version),10-May-94,3:26
209,980,s_1144, Eminem, We Made You (Single Version),19-May-09, 4:47,Louis Armstrong,The Dummy Song (Single Version),10-May-94,2:22
210,980,s_1195, Eminem, We Made You (Single Version),19-May-09, 4:47,Three Dog Night,Joy To The World (Single Version),13-Mar-07,3:15
211,980,s_1204, Eminem, We Made You (Single Version),19-May-09, 4:47,Three Dog Night,Easy To Be Hard (Single Version),13-Mar-07,3:12
212,980,s_1476, Eminem, We Made You (Single Version),19-May-09, 4:47,Michael Jackson,Beat It (Single Version),4-Dec-07,4:18
213,980,s_1877, Eminem, We Made You (Single Version),19-May-09, 4:47,Various artists,Joy To The World (Single Version),22-Aug-00,3:17
214,980,s_2304, Eminem, We Made You (Single Version),19-May-09, 4:47,Blood Sweat & Tears,More and More (Single Version),23-Feb-99,2:40
215,980,s_248, Eminem, We Made You (Single Version),19-May-09, 4:47,Michael Jackson,Rock with You (Single Version),12-Feb-08,3:40
216,980,s_250, Eminem, We Made You (Single Version),19-May-09, 4:47,Michael Jackson,Beat It (Single Version),12-Feb-08,4:18
217,980,s_2678, Eminem, We Made You (Single Version),19-May-09, 4:47,Etta James,At Last (Single Version),25-Mar-97,3:00
218,980,s_2696, Eminem, We Made You (Single Version),19-May-09, 4:47,Etta James,All The Way Down (Single Version),25-Mar-97,5:34
219,980,s_354, Eminem, We Made You (Single Version),19-May-09, 4:47,Johnny Cash,I Walk The Line (Single Version),25-Oct-05,2:44
220,980,s_630, Eminem, We Made You (Single Version),19-May-09, 4:47,Michael Jackson,Got to Be There (Single Version),5-Jul-05,3:25
221,980,s_637, Eminem, We Made You (Single Version),19-May-09, 4:47,Michael Jackson,Rock with You (Single Version),5-Jul-05,3:23
222,980,s_643, Eminem, We Made You (Single Version),19-May-09, 4:47,Michael Jackson,Beat It (Single Version),5-Jul-05,4:18
223,981,s_1135,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Louis Armstrong,Mack The Knife (Single Version),10-May-94,3:24
224,981,s_1143,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Louis Armstrong,La Vie En Rose (Single Version),10-May-94,3:26
225,981,s_1196,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Three Dog Night,Shambala (Single Version),13-Mar-07,3:25
226,981,s_1476,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Michael Jackson,Beat It (Single Version),4-Dec-07,4:18
227,981,s_2304,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Blood Sweat & Tears,More and More (Single Version),23-Feb-99,2:40
228,981,s_248,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Michael Jackson,Rock with You (Single Version),12-Feb-08,3:40
229,981,s_250,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Michael Jackson,Beat It (Single Version),12-Feb-08,4:18
230,981,s_258,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Michael Jackson,Black or White (Single Version),12-Feb-08,3:18
231,981,s_2684,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Etta James,Trust In Me (Single Version),25-Mar-97,2:57
232,981,s_354,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Johnny Cash,I Walk The Line (Single Version),25-Oct-05,2:44
233,981,s_637,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Michael Jackson,Rock with You (Single Version),5-Jul-05,3:23
234,981,s_643,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Michael Jackson,Beat It (Single Version),5-Jul-05,4:18
235,981,s_656,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Michael Jackson,Black or White (Single Version),5-Jul-05,3:22
236,985,s_2947, Bizarre & Kuniva, Murder,1-Jan-06, 2:10,Lido,Murder,7-Oct-16,4:35
237,988,s_288,"Eminem, 50 Cent, Cashis & Lloyd Banks", You Don't Know,1-Jan-06, 4:17,Grace,You Don't Own Me,26-May-15,3:18
238,988,s_325,"Eminem, 50 Cent, Cashis & Lloyd Banks", You Don't Know,1-Jan-06, 4:17,Grace,You Don't Own Me,1-Jul-16,3:21
239,1005,s_1408, Eminem, Intro,1-Jan-05, 0:33,Armin van Buuren,Into,19-Aug-16,3:24
240,1005,s_1898, Eminem, Intro,1-Jan-05, 0:33,India.Arie,Intro,27-Mar-01,0:50
241,1005,s_2143, Eminem, Intro,1-Jan-05, 0:33,OutKast,Intro,23-Sep-03,1:29
242,1007,s_1127, Eminem, Way I Am,1-Jan-05, 4:51,Gavin DeGraw,Say I Am,9-Sep-16,3:15
243,1013,s_2207, Eminem, Without Me,1-Jan-05, 4:51,Nathan Feuerstein,With Me,29-Nov-10,4:17
244,1013,s_2247, Eminem, Without Me,1-Jan-05, 4:51,CeCe Winans,Without Love,5-Aug-08,3:54
245,1013,s_2257, Eminem, Without Me,1-Jan-05, 4:51,Kem,Without You,17-May-05,4:08
246,1013,s_732, Eminem, Without Me,1-Jan-05, 4:51,Gwen Stefani,Me Without You,18-Mar-16,3:33
247,1021,s_2468, Eminem & Elton John, Stan (Live),1-Jan-05, 6:20,Tye Tribbett & G.A.,Intro (Live),23-May-06,2:03
248,1038,s_2423, Eminem, Cold Wind Blows,18-Jun-10, 5:03,Muddy Waters,Blow Wind Blow,30-Oct-01,3:38
249,1044,s_276, Eminem, Not Afraid,18-Jun-10, 4:08,Set It Off,Life Afraid,7-Oct-16,3:00
250,1046,s_889, Eminem, No Love (feat. Lil Wayne),18-Jun-10, 4:59,Ariana Grande,Let Me Love You [feat. Lil Wayne],20-May-16,3:43
251,1054,s_1428, Eminem, Untitled,18-Jun-10, 3:14,Burial,Untitled,1-Jul-14,0:46
252,1056,s_1127, Eminem, Way I Am,1-Jan-05, 4:50,Gavin DeGraw,Say I Am,9-Sep-16,3:15
253,1061,s_2207, Eminem, Without Me,1-Jan-05, 4:50,Nathan Feuerstein,With Me,29-Nov-10,4:17
254,1061,s_2247, Eminem, Without Me,1-Jan-05, 4:50,CeCe Winans,Without Love,5-Aug-08,3:54
255,1061,s_2257, Eminem, Without Me,1-Jan-05, 4:50,Kem,Without You,17-May-05,4:08
256,1061,s_732, Eminem, Without Me,1-Jan-05, 4:50,Gwen Stefani,Me Without You,18-Mar-16,3:33
257,1069,s_2468, Eminem & Elton John, Stan (Live),1-Jan-05, 6:20,Tye Tribbett & G.A.,Intro (Live),23-May-06,2:03
258,1087,s_2428, Eminem, I'm Shady,1-Jan-99, 3:31,Muddy Waters,I'm Ready,30-Oct-01,3:39
259,1106,s_374, Eminem, Baby,5-Nov-13, 4:23,Janis Joplin,Cry Baby,31-Aug-99,3:56
260,1114,s_519, Eminem, Yellow Brick Road,12-Nov-04, 5:46,Elton John,Goodbye Yellow Brick Road,12-Nov-02,3:16
261,1153,s_2947, Bizarre & Kuniva, Murder,5-Dec-06, 2:11,Lido,Murder,7-Oct-16,4:35
262,1156,s_288,"Eminem, 50 Cent, Cashis & Lloyd Banks", You Don't Know,5-Dec-06, 4:17,Grace,You Don't Own Me,26-May-15,3:18
263,1156,s_325,"Eminem, 50 Cent, Cashis & Lloyd Banks", You Don't Know,5-Dec-06, 4:17,Grace,You Don't Own Me,1-Jul-16,3:21
264,1178,s_1981, Eminem, Hello,21-Dec-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
265,1178,s_2341, Eminem, Hello,21-Dec-09, 4:08,Prince,Hello,14-Jun-11,3:24
266,1178,s_954, Eminem, Hello,21-Dec-09, 4:08,Adele,Hello,20-Nov-15,4:55
267,1180,s_1249, Eminem, Same Song & Dance,21-Dec-09, 4:06,Aerosmith,Same Old Song And Dance,26-Aug-11,3:02
268,1189,s_1911, Eminem, Beautiful,21-Dec-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
269,1189,s_2198, Eminem, Beautiful,21-Dec-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
270,1189,s_695, Eminem, Beautiful,21-Dec-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
271,1192,s_2390, Eminem, Underground,21-Dec-09, 6:11,B. B. King,Go Underground,25-Oct-05,4:03
272,1201,s_216, Eminem, White America,1-Jan-02, 5:24,Styx,Miss America,22-Aug-95,4:59
273,1201,s_303, Eminem, White America,1-Jan-02, 5:24,Ingrid Michaelson,Miss America,26-Aug-16,3:32
274,1206,s_1828, Eminem, Soldier,1-Jan-02, 3:46,Various artists,Soldier,5-Sep-16,3:14
275,1208,s_2207, Eminem, Without Me,1-Jan-02, 4:50,Nathan Feuerstein,With Me,29-Nov-10,4:17
276,1208,s_2247, Eminem, Without Me,1-Jan-02, 4:50,CeCe Winans,Without Love,5-Aug-08,3:54
277,1208,s_2257, Eminem, Without Me,1-Jan-02, 4:50,Kem,Without You,17-May-05,4:08
278,1208,s_732, Eminem, Without Me,1-Jan-02, 4:50,Gwen Stefani,Me Without You,18-Mar-16,3:33
279,1241,s_2428, Eminem, I'm Shady,23-Feb-99, 3:31,Muddy Waters,I'm Ready,30-Oct-01,3:39
280,1247,s_519, Eminem, Yellow Brick Road,12-Nov-04, 5:46,Elton John,Goodbye Yellow Brick Road,12-Nov-02,3:16
281,1267,s_519, Eminem, Yellow Brick Road,12-Nov-04, 5:46,Elton John,Goodbye Yellow Brick Road,12-Nov-02,3:16
282,1289,s_1981, Eminem, Hello,1-Jan-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
283,1289,s_2341, Eminem, Hello,1-Jan-09, 4:08,Prince,Hello,14-Jun-11,3:24
284,1289,s_954, Eminem, Hello,1-Jan-09, 4:08,Adele,Hello,20-Nov-15,4:55
285,1291,s_1249, Eminem, Same Song & Dance,1-Jan-09, 4:06,Aerosmith,Same Old Song And Dance,26-Aug-11,3:02
286,1300,s_1911, Eminem, Beautiful,1-Jan-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
287,1300,s_2198, Eminem, Beautiful,1-Jan-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
288,1300,s_695, Eminem, Beautiful,1-Jan-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
289,1303,s_2390, Eminem, Underground,1-Jan-09, 6:11,B. B. King,Go Underground,25-Oct-05,4:03
290,1315,s_415,"Drake, Kanye West, Lil Wayne & Eminem", Forever,15-Sep-09, 5:57,Carly Rae Jepsen,Fever,26-Aug-16,3:05
291,1330,s_1700, Katy Perry, Ghost,22-Oct-13, 3:23,Conjure One,Ghost,20-Nov-15,5:22
292,1331,s_1364, Katy Perry, Love Me,22-Oct-13, 3:52,Gareth Emery,Save Me,1-Apr-16,6:14
293,1331,s_2183, Katy Perry, Love Me,22-Oct-13, 3:52,Anthony Hamilton,Save Me,25-Mar-16,3:55
294,1331,s_448, Katy Perry, Love Me,22-Oct-13, 3:52,Meghan Trainor,I Love Me,13-May-16,2:47
