_id,ltable_Id,rtable_Id,ltable_Artist,ltable_TrackName,ltable_Released,ltable_Time,rtable_Artist,rtable_TrackName,rtable_Released,rtable_Time
95,716,s_909, Rihanna, Diamonds,1-Jan-12, 3:45,Barry Gibb,Diamonds,7-Oct-16,5:17
96,771,s_1428, Eminem, Untitled,18-Jun-10, 3:14,Burial,Untitled,1-Jul-14,0:46
97,781,s_1828, Eminem, Soldier,1-Jan-02, 3:46,Various artists,Soldier,5-Sep-16,3:14
98,811,s_1428, Eminem, Untitled,18-Jun-10, 3:14,Burial,Untitled,1-Jul-14,0:46
99,818,s_1127, Eminem, Way I Am,1-Jan-00, 4:50,Gavin DeGraw,Say I Am,9-Sep-16,3:15
100,820,s_305, Eminem, Remember Me?,1-Jan-00, 3:38,Ingrid Michaelson,I Remember Her,26-Aug-16,3:29
101,833,s_519, Eminem, Yellow Brick Road,4-Nov-04, 5:46,Elton John,Goodbye Yellow Brick Road,12-Nov-02,3:16
102,855,s_1127, Eminem, Way I Am,1-Jan-05, 4:51,Gavin DeGraw,Say I Am,9-Sep-16,3:15
103,858,s_113, Eminem, Lose Yourself,1-Jan-05, 5:26,Justin Bieber,Love Yourself,13-Nov-15,3:53
104,875,s_210, JAY Z, Renegade,1-Jan-05, 5:36,Styx,Renegade,22-Aug-95,4:14
105,882,s_1981, Eminem, Hello,19-May-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
106,882,s_2341, Eminem, Hello,19-May-09, 4:08,Prince,Hello,14-Jun-11,3:24
107,882,s_954, Eminem, Hello,19-May-09, 4:08,Adele,Hello,20-Nov-15,4:55
108,893,s_1911, Eminem, Beautiful,19-May-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
109,893,s_2198, Eminem, Beautiful,19-May-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
110,893,s_695, Eminem, Beautiful,19-May-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
111,897,s_2304, Eminem, We Made You (Single Version),19-May-09, 4:46,Blood Sweat & Tears,More and More (Single Version),23-Feb-99,2:40
112,897,s_248, Eminem, We Made You (Single Version),19-May-09, 4:46,Michael Jackson,Rock with You (Single Version),12-Feb-08,3:40
113,897,s_637, Eminem, We Made You (Single Version),19-May-09, 4:46,Michael Jackson,Rock with You (Single Version),5-Jul-05,3:23
114,912,s_2632,  Eminem & Yelawolf, Twisted,24-Nov-14, 4:59,Wood Brothers,Twisted,1-Apr-08,4:08
115,917,s_113, Eminem, Lose Yourself,24-Nov-14, 5:20,Justin Bieber,Love Yourself,13-Nov-15,3:53
116,924,s_1812, Obie Trice, Wanna Know,24-Nov-14, 4:04,Various artists,I Wanna Know,5-Sep-16,3:04
117,936,s_1981, Eminem, Hello,21-Dec-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
118,936,s_2341, Eminem, Hello,21-Dec-09, 4:08,Prince,Hello,14-Jun-11,3:24
119,936,s_954, Eminem, Hello,21-Dec-09, 4:08,Adele,Hello,20-Nov-15,4:55
120,947,s_1911, Eminem, Beautiful,21-Dec-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
121,947,s_2198, Eminem, Beautiful,21-Dec-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
122,947,s_695, Eminem, Beautiful,21-Dec-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
123,950,s_2390, Eminem, Underground,21-Dec-09, 6:11,B. B. King,Go Underground,25-Oct-05,4:03
124,965,s_1981, Eminem, Hello,19-May-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
125,965,s_2341, Eminem, Hello,19-May-09, 4:08,Prince,Hello,14-Jun-11,3:24
126,965,s_954, Eminem, Hello,19-May-09, 4:08,Adele,Hello,20-Nov-15,4:55
127,972,s_2543, Eminem, Old Time's Sake,19-May-09, 4:38,Various artists,For Old Times' Sake,22-Aug-16,4:28
128,976,s_1911, Eminem, Beautiful,19-May-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
129,976,s_2198, Eminem, Beautiful,19-May-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
130,976,s_695, Eminem, Beautiful,19-May-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
131,980,s_2304, Eminem, We Made You (Single Version),19-May-09, 4:47,Blood Sweat & Tears,More and More (Single Version),23-Feb-99,2:40
132,980,s_248, Eminem, We Made You (Single Version),19-May-09, 4:47,Michael Jackson,Rock with You (Single Version),12-Feb-08,3:40
133,980,s_637, Eminem, We Made You (Single Version),19-May-09, 4:47,Michael Jackson,Rock with You (Single Version),5-Jul-05,3:23
134,981,s_258,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Michael Jackson,Black or White (Single Version),12-Feb-08,3:18
135,981,s_656,"Eminem, Dr. Dre & 50 Cent", Crack a Bottle (Single Version),19-May-09, 5:15,Michael Jackson,Black or White (Single Version),5-Jul-05,3:22
136,985,s_2947, Bizarre & Kuniva, Murder,1-Jan-06, 2:10,Lido,Murder,7-Oct-16,4:35
137,1005,s_1898, Eminem, Intro,1-Jan-05, 0:33,India.Arie,Intro,27-Mar-01,0:50
138,1005,s_2143, Eminem, Intro,1-Jan-05, 0:33,OutKast,Intro,23-Sep-03,1:29
139,1007,s_1127, Eminem, Way I Am,1-Jan-05, 4:51,Gavin DeGraw,Say I Am,9-Sep-16,3:15
140,1054,s_1428, Eminem, Untitled,18-Jun-10, 3:14,Burial,Untitled,1-Jul-14,0:46
141,1056,s_1127, Eminem, Way I Am,1-Jan-05, 4:50,Gavin DeGraw,Say I Am,9-Sep-16,3:15
142,1087,s_2428, Eminem, I'm Shady,1-Jan-99, 3:31,Muddy Waters,I'm Ready,30-Oct-01,3:39
143,1114,s_519, Eminem, Yellow Brick Road,12-Nov-04, 5:46,Elton John,Goodbye Yellow Brick Road,12-Nov-02,3:16
144,1153,s_2947, Bizarre & Kuniva, Murder,5-Dec-06, 2:11,Lido,Murder,7-Oct-16,4:35
145,1178,s_1981, Eminem, Hello,21-Dec-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
146,1178,s_2341, Eminem, Hello,21-Dec-09, 4:08,Prince,Hello,14-Jun-11,3:24
147,1178,s_954, Eminem, Hello,21-Dec-09, 4:08,Adele,Hello,20-Nov-15,4:55
148,1189,s_1911, Eminem, Beautiful,21-Dec-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
149,1189,s_2198, Eminem, Beautiful,21-Dec-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
150,1189,s_695, Eminem, Beautiful,21-Dec-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
151,1192,s_2390, Eminem, Underground,21-Dec-09, 6:11,B. B. King,Go Underground,25-Oct-05,4:03
152,1206,s_1828, Eminem, Soldier,1-Jan-02, 3:46,Various artists,Soldier,5-Sep-16,3:14
153,1241,s_2428, Eminem, I'm Shady,23-Feb-99, 3:31,Muddy Waters,I'm Ready,30-Oct-01,3:39
154,1247,s_519, Eminem, Yellow Brick Road,12-Nov-04, 5:46,Elton John,Goodbye Yellow Brick Road,12-Nov-02,3:16
155,1267,s_519, Eminem, Yellow Brick Road,12-Nov-04, 5:46,Elton John,Goodbye Yellow Brick Road,12-Nov-02,3:16
156,1289,s_1981, Eminem, Hello,1-Jan-09, 4:08,Lionel Richie,Hello,31-Jan-12,4:08
157,1289,s_2341, Eminem, Hello,1-Jan-09, 4:08,Prince,Hello,14-Jun-11,3:24
158,1289,s_954, Eminem, Hello,1-Jan-09, 4:08,Adele,Hello,20-Nov-15,4:55
159,1300,s_1911, Eminem, Beautiful,1-Jan-09, 6:32,India.Arie,Beautiful,27-Mar-01,4:05
160,1300,s_2198, Eminem, Beautiful,1-Jan-09, 6:32,Nathan Feuerstein,Beautiful,29-Nov-10,4:27
161,1300,s_695, Eminem, Beautiful,1-Jan-09, 6:32,Tony Bennett and Lady Gaga,But Beautiful,23-Sep-14,4:04
162,1303,s_2390, Eminem, Underground,1-Jan-09, 6:11,B. B. King,Go Underground,25-Oct-05,4:03
163,1330,s_1700, Katy Perry, Ghost,22-Oct-13, 3:23,Conjure One,Ghost,20-Nov-15,5:22
164,1331,s_448, Katy Perry, Love Me,22-Oct-13, 3:52,Meghan Trainor,I Love Me,13-May-16,2:47
165,1346,s_1363, Katy Perry, Lost,17-Jun-08, 4:15,Gareth Emery,Lost,1-Apr-16,4:31
166,1346,s_1935, Katy Perry, Lost,17-Jun-08, 4:15,Maxwell,Lost,1-Jul-16,3:57
167,1348,s_530, Katy Perry, I'm Still Breathing,17-Jun-08, 3:48,Elton John,I'm Still Standing,12-Nov-02,3:04
168,1378,s_1700, Katy Perry, Ghost,1-Jan-13, 3:23,Conjure One,Ghost,20-Nov-15,5:22
169,1379,s_448, Katy Perry, Love Me,1-Jan-13, 3:52,Meghan Trainor,I Love Me,13-May-16,2:47
170,1448,s_287, Katy Perry, Use Your Love,20-Nov-07, 3:03,Grace,Feel Your Love,26-May-15,3:03
171,1448,s_329, Katy Perry, Use Your Love,20-Nov-07, 3:03,Grace,Feel Your Love,1-Jul-16,3:03
172,1449,s_1363, Katy Perry, Lost,20-Nov-07, 4:20,Gareth Emery,Lost,1-Apr-16,4:31
173,1449,s_1935, Katy Perry, Lost,20-Nov-07, 4:20,Maxwell,Lost,1-Jul-16,3:57
174,1461,s_287, Katy Perry, Use Your Love,20-Nov-07, 3:03,Grace,Feel Your Love,26-May-15,3:03
175,1461,s_329, Katy Perry, Use Your Love,20-Nov-07, 3:03,Grace,Feel Your Love,1-Jul-16,3:03
176,1462,s_1363, Katy Perry, Lost,20-Nov-07, 4:21,Gareth Emery,Lost,1-Apr-16,4:31
177,1462,s_1935, Katy Perry, Lost,20-Nov-07, 4:21,Maxwell,Lost,1-Jul-16,3:57
178,1542,s_1116, Drake, Controlla,29-Apr-16, 4:05,Janet Jackson,Control,24-Apr-07,5:14
179,1542,s_2820, Drake, Controlla,29-Apr-16, 4:05,Janet Jackson,Control,24-Apr-07,5:53
180,1555,s_633, Drake, Know Yourself,13-Feb-15, 4:35,Michael Jackson,Enjoy Yourself,5-Jul-05,3:21
181,1567,s_1956, Drake, Jungle,13-Feb-15, 5:20,H.E.R.,Jungle,9-Sep-16,5:04
182,1578,s_1815, Drake, Language,24-Sep-13, 3:44,Various artists,Bad Language,5-Sep-16,3:13
183,1620,s_1189, Drake, Up All Night,"Jan 01,2010", 3:54,Charlie Puth,Up All Night,29-Jan-16,3:10
184,1627,s_287, Drake, Find Your Love,"Jan 01,2010", 3:28,Grace,Feel Your Love,26-May-15,3:03
185,1627,s_329, Drake, Find Your Love,"Jan 01,2010", 3:28,Grace,Feel Your Love,1-Jul-16,3:03
186,1661,s_1189, Drake, Up All Night,1-Jan-10, 3:54,Charlie Puth,Up All Night,29-Jan-16,3:10
187,1668,s_287, Drake, Find Your Love,1-Jan-10, 3:28,Grace,Feel Your Love,26-May-15,3:03
188,1668,s_329, Drake, Find Your Love,1-Jan-10, 3:28,Grace,Feel Your Love,1-Jul-16,3:03
189,1679,s_1815, Drake, Language,24-Sep-13, 3:44,Various artists,Bad Language,5-Sep-16,3:13
190,1686,s_633, Drake, Know Yourself,13-Feb-15, 4:35,Michael Jackson,Enjoy Yourself,5-Jul-05,3:21
191,1698,s_1956, Drake, Jungle,13-Feb-15, 5:20,H.E.R.,Jungle,9-Sep-16,5:04
192,1709,s_1815, Drake, Language,24-Sep-13, 3:44,Various artists,Bad Language,5-Sep-16,3:13
193,1725,s_1116, Drake, Controlla,29-Apr-16, 4:05,Janet Jackson,Control,24-Apr-07,5:14
194,1725,s_2820, Drake, Controlla,29-Apr-16, 4:05,Janet Jackson,Control,24-Apr-07,5:53
195,1762,s_1815, Drake, Language,24-Sep-13, 3:44,Various artists,Bad Language,5-Sep-16,3:13
196,1853,s_1043, Beyoncé, Heaven,13-Dec-13, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
197,1853,s_2254, Beyoncé, Heaven,13-Dec-13, 3:50,Kem,Heaven,17-May-05,6:22
198,1873,s_1002, Beyoncé, Pray You Catch Me,23-Apr-16, 3:15,Beyonce,Pray You Catch Me,25-Apr-16,3:16
199,1873,s_28, Beyoncé, Pray You Catch Me,23-Apr-16, 3:15,Beyonce,Pray You Catch Me,25-Apr-16,3:16
200,1876,s_112, Beyoncé, Sorry,23-Apr-16, 3:52,Justin Bieber,Sorry,13-Nov-15,3:20
201,1878,s_1007, Beyoncé, Daddy Lessons,23-Apr-16, 4:47,Beyonce,Daddy Lessons,25-Apr-16,4:48
202,1878,s_33, Beyoncé, Daddy Lessons,23-Apr-16, 4:47,Beyonce,Daddy Lessons,25-Apr-16,4:48
203,1879,s_1008, Beyoncé, Love Drought,23-Apr-16, 3:57,Beyonce,Love Drought,25-Apr-16,3:57
204,1879,s_34, Beyoncé, Love Drought,23-Apr-16, 3:57,Beyonce,Love Drought,25-Apr-16,3:57
205,1883,s_1012, Beyoncé, All Night,23-Apr-16, 5:21,Beyonce,All Night,25-Apr-16,5:22
206,1883,s_1189, Beyoncé, All Night,23-Apr-16, 5:21,Charlie Puth,Up All Night,29-Jan-16,3:10
207,1883,s_38, Beyoncé, All Night,23-Apr-16, 5:21,Beyonce,All Night,25-Apr-16,5:21
208,1906,s_2196, Beyoncé, I Miss You,29-Mar-13, 2:58,Nathan Feuerstein,Miss You,29-Nov-10,4:15
209,1906,s_2514, Beyoncé, I Miss You,29-Mar-13, 2:58,Kem,Miss You,25-Feb-03,4:27
210,1906,s_956, Beyoncé, I Miss You,29-Mar-13, 2:58,Adele,I Miss You,20-Nov-15,5:48
211,1955,s_1043, Beyoncé, Heaven,13-Dec-13, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
212,1955,s_2254, Beyoncé, Heaven,13-Dec-13, 3:50,Kem,Heaven,17-May-05,6:22
213,1975,s_1002, Beyoncé, Pray You Catch Me,23-Apr-16, 3:16,Beyonce,Pray You Catch Me,25-Apr-16,3:16
214,1975,s_28, Beyoncé, Pray You Catch Me,23-Apr-16, 3:16,Beyonce,Pray You Catch Me,25-Apr-16,3:16
215,1978,s_112, Beyoncé, Sorry,23-Apr-16, 3:52,Justin Bieber,Sorry,13-Nov-15,3:20
216,1980,s_1007, Beyoncé, Daddy Lessons,23-Apr-16, 4:47,Beyonce,Daddy Lessons,25-Apr-16,4:48
217,1980,s_33, Beyoncé, Daddy Lessons,23-Apr-16, 4:47,Beyonce,Daddy Lessons,25-Apr-16,4:48
218,1981,s_1008, Beyoncé, Love Drought,23-Apr-16, 3:57,Beyonce,Love Drought,25-Apr-16,3:57
219,1981,s_34, Beyoncé, Love Drought,23-Apr-16, 3:57,Beyonce,Love Drought,25-Apr-16,3:57
220,1985,s_1012, Beyoncé, All Night,23-Apr-16, 5:21,Beyonce,All Night,25-Apr-16,5:22
221,1985,s_1189, Beyoncé, All Night,23-Apr-16, 5:21,Charlie Puth,Up All Night,29-Jan-16,3:10
222,1985,s_38, Beyoncé, All Night,23-Apr-16, 5:21,Beyonce,All Night,25-Apr-16,5:21
223,2030,s_2468, Beyoncé, Intro (Live),26-Nov-10, 1:11,Tye Tribbett & G.A.,Intro (Live),23-May-06,2:03
224,2054,s_2468, Beyoncé, Outro (Live),26-Nov-10, 1:58,Tye Tribbett & G.A.,Intro (Live),23-May-06,2:03
225,2067,s_1043, Beyoncé, Heaven,24-Nov-14, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
226,2067,s_2254, Beyoncé, Heaven,24-Nov-14, 3:50,Kem,Heaven,17-May-05,6:22
227,2135,s_1043, Beyoncé, Heaven,24-Nov-14, 3:50,OneRepublic,Heaven,7-Oct-16,4:18
228,2135,s_2254, Beyoncé, Heaven,24-Nov-14, 3:50,Kem,Heaven,17-May-05,6:22
